Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3880969078.13617,,1857,21.5253,21.5253,10000.349,9.8999999E-6,21.590584,0.43515457,120.59613,0.4217,78.537081,0.3358,199.13321,0.4217,2.0318389,8.0899833,0.36382485,81.840779,270.14505,2.157,1,,,,2.6720698E-5,15.189811,466.15331,5.5855893,0
3880969243.73433,,1857,22.2033,22.2033,10000.349,9.8999999E-6,22.271937,0.44712998,132.93162,0.4402,84.912445,0.3166,217.84406,0.4402,2.3298188,8.647131,0.39779737,81.311791,269.62261,2.145,1,,,,2.746249E-5,16.179967,496.03918,5.96857,0
3880969410.43087,,1857,22.8812,22.8812,10000.385,9.8999999E-6,22.955623,0.46272951,147.22126,0.4357,90.937897,0.3314,238.15915,0.4357,1.4350556,9.2359866,0.42754938,80.973407,268.40419,2.115,1,,,,2.8224888E-5,17.294262,526.96061,6.4132983,0
3880969582.19952,,1857,23.5594,23.5594,10000.349,9.8999999E-6,23.638288,0.47589744,163.83528,0.4853,96.812268,0.3693,260.64755,0.4853,1.8071216,9.8995569,0.45738759,80.691972,266.44742,2.114,1,,,,2.8951605E-5,18.471973,558.76867,6.9309284,0
3880969759.53227,,1857,24.2372,24.2372,10000.373,9.8999999E-6,24.320665,0.48939618,182.65539,0.577,102.74452,0.413,285.39991,0.577,1.8398674,10.633627,0.48818949,80.431523,264.04474,2.142,1,,,,2.9656919E-5,19.799114,591.49474,7.5102959,0
3880969939.79948,,1857,24.9149,24.9149,10000.349,9.8999999E-6,25.00374,0.50180418,204.59025,0.6591,108.93848,0.4482,313.52873,0.6591,1.8814772,11.457569,0.5197879,80.203323,260.95098,2.133,1,,,,3.0393014E-5,21.267253,625.18703,8.1823859,0
3880970127.51621,,1857,25.5933,25.5933,10000.349,9.8999999E-6,25.686689,0.51424423,230.74751,0.7087,115.33471,0.4746,346.08223,0.7087,1.2682408,12.432711,0.55391599,79.987301,256.95653,2.114,1,,,,3.1094672E-5,22.915138,659.806,8.9831551,0
3880970319.77596,,1857,26.271,26.271,10000.385,9.8999999E-6,26.368051,0.52555757,262.94952,0.8487,121.86886,0.4964,384.81838,0.8487,1.3565415,13.619051,0.59085807,79.778005,251.73923,2.121,1,,,,3.1771518E-5,24.865421,695.27412,9.9722774,0
3880970521.03745,,1857,26.949,26.949,10000.349,9.8999999E-6,27.049899,0.53457079,304.89281,1.008,128.49272,0.5178,433.38553,1.008,1.3136221,15.16677,0.63315897,79.541503,244.68464,2.117,1,,,,3.2392904E-5,27.238102,731.69706,11.271495,0
3880970732.302,,1857,27.6273,27.6273,10000.324,9.8999999E-6,27.729787,0.54095452,364.70669,1.41,135.1731,0.5419,499.87979,1.41,2.0296445,17.377498,0.68006976,79.364199,234.536,2.15,1,,,,3.2934038E-5,30.333539,768.94106,13.152164,0
3880970959.63613,,1857,28.3047,28.3047,10000.336,9.8999999E-6,28.405784,0.53784968,464.40749,2.354,141.95863,0.5717,606.36613,2.354,3.2675292,21.12572,0.74068194,79.1344,218.49533,2.233,1,,,,3.3330487E-5,34.754996,806.88856,16.349047,0
3880971455.21311,,1857,28.9835,28.9835,10000.36,9.8999999E-6,29.149716,0.61440165,763.41501,11.11,149.46375,0.6122,912.87876,11.11,1276.4333,31.177192,0.82640516,78.141209,180.01109,3.049,1,,,,3.5197052E-5,62.252441,849.70593,26.18945,0
3880979086.978,,1857,29.6607,29.6607,10000.422,9.8999999E-6,29.693943,0.25249648,1919.4486,115.7,154.53898,0.6411,2073.9875,115.7,55.6046,32.586412,0.59447049,59.930859,94.931858,9.226,1,,,,0.00010118208,81.963504,881.73025,64.641081,0
3880979550.02873,,1857,30.3392,30.3392,10000.409,9.8999999E-6,30.503469,0.63937489,321.34839,0.8459,163.71737,0.6865,485.06577,0.8459,3.6220356,14.887789,0.67746409,79.734997,270.60132,2.295,1,,,,3.6410451E-5,30.150154,930.4616,10.534815,0
3880979760.45033,,1857,31.0174,31.0174,10000.385,9.8999999E-6,31.175012,0.65488998,312.59623,0.9167,171.06054,0.7105,483.65677,0.9167,0.4138253,14.72425,0.69694958,79.581681,279.40969,2.389,1,,,,3.6563937E-5,29.775578,971.88138,10.027141,0
3880979969.49946,,1857,31.6951,31.6951,10000.349,9.8999999E-6,31.853832,0.66545826,313.5545,0.9727,178.57552,0.7281,492.13002,0.9727,0.53213053,14.731128,0.71187795,79.5031,285.17003,2.458,1,,,,3.7102124E-5,29.4485,1014.6666,9.843541,0
3880980177.55841,,1857,32.3726,32.3726,10000.396,9.8999999E-6,32.534081,0.67554534,318.91801,1.007,186.21484,0.7467,505.13285,1.007,0.42179981,14.840198,0.72576469,79.467322,289.43164,2.507,1,,,,3.7744825E-5,29.462256,1058.4664,9.8025826,0
3880980385.08823,,1857,33.051,33.051,10000.373,9.8999999E-6,33.213171,0.68631941,327.72595,1.065,193.9381,0.7735,521.66406,1.065,0.42143327,15.123478,0.74433989,79.446865,292.48815,2.557,1,,,,3.8218722E-5,29.680396,1103.1147,9.8673492,0
3880980594.45497,,1857,33.7284,33.7284,10000.409,9.8999999E-6,33.896681,0.70069728,338.1893,1.073,201.77402,0.8108,539.96332,1.073,0.33265636,15.424972,0.76219038,79.432073,295.01192,2.586,1,,,,3.8767334E-5,30.246956,1148.985,9.9770624,0
3880980808.10725,,1857,34.4068,34.4068,10000.396,9.8999999E-6,34.579586,0.71453904,350.17825,1.091,209.73473,0.8567,559.91297,1.091,0.2163104,15.762382,0.77958726,79.444115,297.02654,2.616,1,,,,3.9325449E-5,30.849945,1195.7477,10.126733,0
3880981023.50101,,1857,35.0847,35.0847,10000.396,9.8999999E-6,35.262493,0.72687308,363.85799,1.17,217.89867,0.9037,581.75666,1.17,0.22816836,16.155079,0.79913008,79.439939,298.51226,2.662,1,,,,3.9867842E-5,31.524764,1243.4434,10.318555,0
3880981240.11254,,1857,35.7622,35.7622,10000.409,9.8999999E-6,35.946278,0.7400667,379.40345,1.274,226.21777,0.9421,605.62122,1.274,0.29516994,16.603206,0.82040091,79.427088,299.45993,2.711,1,,,,4.0398804E-5,32.310157,1292.1349,10.554735,0
3880981461.75915,,1857,36.4409,36.4409,10000.445,9.8999999E-6,36.629235,0.75299478,397.63439,1.36,234.72908,0.9665,632.36347,1.36,0.38883701,17.134635,0.84378858,79.415371,299.65526,2.75,1,,,,4.0906319E-5,33.206413,1341.7009,10.855656,0
3880981685.3597,,1857,37.1183,37.1183,10000.445,9.8999999E-6,37.313435,0.76516235,419.40386,1.426,243.42506,0.9856,662.82893,1.426,0.37975639,17.761122,0.87012947,79.381266,298.94465,2.777,1,,,,4.1423207E-5,34.26927,1392.2924,11.240023,0
3880981912.01991,,1857,37.797,37.797,10000.396,9.8999999E-6,38.000335,0.79275435,425.63837,2.492,252.2465,1.011,677.88487,2.492,2.41294,17.857928,0.87107778,79.641865,302.67829,3.114,1,,,,4.2003671E-5,35.522244,1444.0255,11.200911,0
3880982142.41621,,1857,38.4747,38.4747,10000.396,9.8999999E-6,38.727065,0.88686673,333.43819,1.196,261.54095,1.053,594.97914,1.196,0.095289294,15.094184,0.80011918,79.809503,338.84703,3.015,1,,,,4.2740693E-5,35.715856,1499.7855,8.6099526,0
3880982351.00683,,1857,39.1517,39.1517,10000.396,9.8999999E-6,39.366275,0.8172398,333.90438,1.312,270.10499,1.097,604.00938,1.312,0.176334,15.158069,0.82123342,79.535436,344.25949,3.108,1,,,,4.3176062E-5,30.188368,1549.7036,8.4819908,0
3880982559.01284,,1857,39.8305,39.8305,10000.105,9.8999999E-6,40.046977,0.8265254,340.48574,1.377,279.29465,1.142,619.7804,1.377,0.22931245,15.381374,0.83958755,79.454572,347.65344,3.165,1,,,,4.3636344E-5,30.316139,1603.7604,8.5021584,0
3880982769.0402,,1857,40.5078,40.5078,10000.105,9.8999999E-6,40.729821,0.83908976,348.76652,1.423,288.75007,1.177,637.5166,1.423,0.19909603,15.622221,0.85446338,79.457108,350.39007,3.21,1,,,,4.4164646E-5,30.762749,1658.9183,8.562928,0
3880982981.65166,,1857,41.1864,41.1864,10000.095,9.8999999E-6,41.412883,0.85239853,358.12113,1.439,298.35133,1.204,656.47246,1.439,0.17333807,15.898968,0.87070512,79.460161,352.70796,3.242,1,,,,4.4666584E-5,31.244442,1715.0269,8.6475778,0
3880983194.66487,,1857,41.8639,41.8639,10000.118,9.8999999E-6,42.094642,0.86508328,368.15907,1.471,308.13975,1.228,676.29883,1.471,0.17846348,16.192798,0.88808008,79.452407,354.75306,3.276,1,,,,4.5168071E-5,31.797936,1771.9589,8.7459842,0
3880983409.63272,,1857,42.5424,42.5424,10000.095,9.8999999E-6,42.777301,0.87916541,378.62608,1.508,317.99905,1.252,696.62513,1.508,0.18772713,16.496935,0.90541369,79.453416,356.64907,3.313,1,,,,4.5656913E-5,32.385596,1829.8975,8.8510978,0
3880983628.44818,,1857,43.2196,43.2196,10000.082,9.8999999E-6,43.460973,0.89315188,389.44043,1.549,328.0222,1.275,717.46263,1.549,0.19155347,16.799374,0.9221972,79.461895,358.43037,3.35,1,,,,4.6165167E-5,32.993869,1888.8562,8.9606929,0
3880983848.19352,,1857,43.8978,43.8978,10000.045,9.8999999E-6,44.143068,0.90562749,400.68126,1.594,338.28153,1.297,738.96279,1.594,0.21868134,17.108816,0.93921822,79.471196,360.05183,3.388,1,,,,4.667909E-5,33.598747,1948.6105,9.0768783,0
3880984072.42358,,1857,44.5759,44.5759,10000.13,9.8999999E-6,44.826799,0.9192101,412.39963,1.621,348.74006,1.318,761.13968,1.621,0.18433411,17.449391,0.95853019,79.465644,361.52756,3.419,1,,,,4.7137643E-5,34.217631,2009.4419,9.1998456,0
3880984296.65774,,1857,45.2534,45.2534,10000.105,9.8999999E-6,45.50918,0.93216698,424.06093,1.653,359.41981,1.339,783.48074,1.653,0.1894361,17.761709,0.97563938,79.476221,363.02021,3.453,1,,,,4.7658257E-5,34.898781,2071.0855,9.3181404,0
3880984522.90631,,1857,45.9316,45.9316,10000.13,9.8999999E-6,46.191436,0.94560818,436.31336,1.679,370.16076,1.365,806.47412,1.679,0.17371271,18.107302,0.99523999,79.468259,364.32059,3.484,1,,,,4.8119343E-5,35.523418,2133.6487,9.4457631,0
3880984751.75617,,1857,46.6095,46.6095,10000.118,9.8999999E-6,46.874424,0.95961145,448.5295,1.719,380.99574,1.397,829.52524,1.719,0.17686739,18.426149,1.0115719,79.496258,365.64814,3.52,1,,,,4.8627632E-5,36.214605,2197.2116,9.568747,0
3880984983.18164,,1857,47.2875,47.2875,10000.13,9.8999999E-6,47.556598,0.9717759,461.19618,1.767,392.02092,1.432,853.2171,1.767,0.17819204,18.770724,1.0302794,79.503015,366.83098,3.559,1,,,,4.9094477E-5,36.852298,2261.63,9.6978379,0
3880985215.61489,,1857,47.9654,47.9654,10000.118,9.8999999E-6,48.239989,0.98573912,473.88744,1.829,403.21654,1.47,877.10398,1.829,0.17594211,19.113913,1.0493743,79.502481,368.02427,3.603,1,,,,4.9559516E-5,37.541448,2327.0965,9.8235397,0
3880985450.56311,,1857,48.6429,48.6429,10000.118,9.8999999E-6,48.921675,0.99940499,486.68559,1.883,414.64303,1.508,901.32862,1.883,0.19560408,19.455694,1.0684988,79.501349,369.17797,3.644,1,,,,5.0029532E-5,38.227826,2393.3303,9.9482609,0
3880985687.21871,,1857,49.3211,49.3211,10000.118,9.8999999E-6,49.60478,1.0117524,499.68117,1.917,426.39313,1.542,926.07431,1.917,0.18067064,19.80378,1.0885919,79.490602,370.28729,3.68,1,,,,5.0496766E-5,38.911389,2460.6342,10.073246,0
3880985925.64549,,1857,49.9994,49.9994,10000.203,9.8999999E-6,50.28718,1.0255288,512.59723,1.957,438.25725,1.571,950.85449,1.957,0.16155427,20.148311,1.1076805,79.495918,371.42052,3.718,1,,,,5.095348E-5,39.60756,2528.8005,10.193398,0
