Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3881057999.49826,,1857,27.6273,27.6273,60000.176,9.8999999E-6,27.73658,0.54644446,348.75457,2.264,135.00321,0.5186,483.75778,2.264,3.9295253,16.805949,0.6750584,79.347748,238.61505,2.402,1,,,,3.2865953E-5,29.749789,769.31789,12.573813,0
3881058223.03786,,1857,28.3049,28.3049,60000.09,9.8999999E-6,28.413968,0.54552141,434.73707,2.895,141.74075,0.5624,576.47782,2.895,2.986987,19.999321,0.73085674,79.13758,224.42952,2.393,1,,,,3.3337106E-5,33.611898,807.35357,15.300118,0
3881058467.54064,,1857,28.9828,28.9828,60000.152,9.8999999E-6,29.08105,0.52155154,619.16974,4.957,148.68954,0.5993,767.85928,4.957,5.1857677,27.238401,0.81819298,78.849624,198.00115,2.486,1,,,,3.3287841E-5,39.998643,845.70746,21.291176,0
3881064049.67673,,1857,29.6613,29.6613,60000.125,9.8999999E-6,29.770295,0.42239422,2732.0598,269,155.54529,0.6309,2887.605,269,8511.9042,74.998492,0.82381128,71.351361,44.449019,2095,1,,,,5.2551396E-5,146.33542,886.27048,91.771336,0
3881064812.15983,,1857,30.3388,30.3388,60000.152,9.8999999E-6,30.506941,0.63526721,323.18752,2.435,163.52479,0.6678,486.71231,2.435,6.9709973,14.966799,0.67907381,79.729305,270.05737,2.781,1,,,,3.6359799E-5,30.105372,930.67342,10.593901,0
3881065021.2857,,1857,31.016,31.016,60000.176,9.8999999E-6,31.180576,0.65778158,312.74218,2.676,170.74541,0.6969,483.4876,2.676,2.8185192,14.730705,0.69824078,79.531756,279.41122,2.966,1,,,,3.6553031E-5,29.933598,972.2283,10.030032,0
3881065229.45683,,1857,31.6949,31.6949,60000.137,9.8999999E-6,31.85847,0.66620853,313.8626,2.266,178.26538,0.7156,492.12798,2.266,1.6047388,14.789874,0.71697135,79.414654,285.10772,2.888,1,,,,3.6982725E-5,29.46141,1014.9621,9.8517787,0
3881065438.30227,,1857,32.3712,32.3712,60000.164,9.8999999E-6,32.538707,0.67786677,319.00773,2.196,185.96761,0.7292,504.97534,2.196,1.3771888,14.851919,0.72526727,79.484273,289.44253,2.905,1,,,,3.770351E-5,29.579747,1058.7675,9.803946,0
3881065647.08063,,1857,33.0506,33.0506,60000.164,9.8999999E-6,33.217512,0.68727316,327.54105,2.628,193.71132,0.7545,521.25238,2.628,2.6511755,15.11165,0.74337223,79.452564,292.58807,3.074,1,,,,3.8218719E-5,29.703837,1103.4031,9.8604933,0
3881065857.64753,,1857,33.7284,33.7284,60000.176,9.8999999E-6,33.899183,0.70118361,337.80306,2.638,201.44825,0.7988,539.25131,2.638,3.1783078,15.40328,0.76113613,79.427769,295.16045,3.096,1,,,,3.8773078E-5,30.2233,1149.1546,9.9649322,0
3881066068.91052,,1857,34.4069,34.4069,60000.176,9.8999999E-6,34.581571,0.7131298,350.49122,2.621,209.36827,0.8519,559.85949,2.621,4.0578653,15.775001,0.77946125,79.44256,296.94316,3.101,1,,,,3.9297955E-5,30.80656,1195.8851,10.135202,0
3881066282.30912,,1857,35.0849,35.0849,60000.152,9.8999999E-6,35.264862,0.72804398,363.97717,2.204,217.50736,0.9001,581.48453,2.204,1.1351994,16.195951,0.8016309,79.410533,298.49501,2.982,1,,,,3.9761897E-5,31.550001,1243.6105,10.321242,0
3881066498.72357,,1857,35.7616,35.7616,60000.188,9.8999999E-6,35.948381,0.74208373,379.47005,1.487,225.85723,0.9289,605.32728,1.487,0.37407441,16.633666,0.82154444,79.421767,299.4572,2.701,1,,,,4.0311643E-5,32.391901,1292.2861,10.555971,0
3881066719.77536,,1857,36.4406,36.4406,60000.164,9.8999999E-6,36.631801,0.75422293,397.73631,2.538,234.35543,0.9284,632.09174,2.538,1.1266407,17.150558,0.84544308,79.378918,299.64635,3.092,1,,,,4.0865512E-5,33.267333,1341.8888,10.857678,0
3881066944.2566,,1857,37.1186,37.1186,60000.176,9.8999999E-6,37.314965,0.76663937,419.42792,3.044,242.97763,0.9301,662.40555,3.044,3.142665,17.800752,0.87266231,79.351228,298.95015,3.228,1,,,,4.131805E-5,34.301117,1392.4066,11.240207,0
3881067170.82097,,1857,37.7968,37.7968,60000.164,9.8999999E-6,38.002659,0.79266005,427.95616,3.512,251.74035,0.9828,679.69651,3.512,2.1683499,17.975461,0.87911623,79.52794,302.04641,3.39,1,,,,4.189226E-5,35.601504,1444.2021,11.261216,0
3881067400.17839,,1857,38.4748,38.4748,60000.125,9.8999999E-6,38.731012,0.89103731,333.7114,2.065,261.03992,1.077,594.75131,2.065,1.9183133,15.115541,0.80175977,79.783713,338.77752,3.342,1,,,,4.2677461E-5,35.950922,1500.0913,8.6161291,0
3881067608.73334,,1857,39.1519,39.1519,60000.102,9.8999999E-6,39.369116,0.81871472,334.10076,2.801,269.68562,1.126,603.78638,2.801,2.6692714,15.179612,0.82289075,79.513731,344.20843,3.676,1,,,,4.3109856E-5,30.231082,1549.9273,8.4863668,0
3881067816.71512,,1857,39.8302,39.8302,60000.137,9.8999999E-6,40.047543,0.82808637,340.43058,3.314,279.01522,1.113,619.44579,3.314,2.8453393,15.406172,0.84240526,79.416798,347.67956,3.901,1,,,,4.3553253E-5,30.359223,1603.8057,8.5006607,0
3881068025.13028,,1857,40.5078,40.5078,60000.152,9.8999999E-6,40.732027,0.84044515,348.47751,3.069,288.53156,1.094,637.00907,3.069,3.939271,15.612597,0.85456757,79.443069,350.51893,3.83,1,,,,4.4159524E-5,30.812344,1659.098,8.5553689,0
3881068238.87631,,1857,41.186,41.186,60000.113,9.8999999E-6,41.413323,0.85254319,358.24845,1.684,297.9417,1.119,656.19015,1.684,0.49703313,15.902059,0.87100967,79.449497,352.66402,3.333,1,,,,4.4646282E-5,31.225195,1715.0633,8.6505604,0
3881068454.16086,,1857,41.864,41.864,60000.125,9.8999999E-6,42.095686,0.86556812,368.47287,1.793,307.55175,1.168,676.02462,1.793,0.58465337,16.198909,0.88813179,79.446517,354.64624,3.393,1,,,,4.5142494E-5,31.804117,1772.0468,8.7532216,0
3881068669.66839,,1857,42.5417,42.5417,60000.125,9.8999999E-6,42.778008,0.88007859,378.82879,1.538,317.41018,1.207,696.23897,1.538,0.2366686,16.517975,0.9075281,79.422491,356.58149,3.323,1,,,,4.5587745E-5,32.397819,1829.958,8.8556902,0
3881068888.88779,,1857,43.2201,43.2201,60000.027,9.8999999E-6,43.462439,0.8942176,389.71248,1.849,327.5462,1.233,717.25868,1.849,0.65122495,16.812719,0.92316087,79.447785,358.34551,3.455,1,,,,4.6125299E-5,33.035951,1888.9836,8.96665,0
3881069108.31751,,1857,43.8981,43.8981,60000.188,9.8999999E-6,44.143335,0.90653672,401.18229,1.948,337.77154,1.261,738.95383,1.948,0.54959759,17.143198,0.94187238,79.443598,359.87857,3.509,1,,,,4.6599853E-5,33.625437,1948.634,9.0881736,0
3881069330.54727,,1857,44.5759,44.5759,60000.188,9.8999999E-6,44.826749,0.92060824,412.65935,2.081,348.03619,1.294,760.69553,2.081,0.97584419,17.447858,0.95817629,79.459813,361.43778,3.575,1,,,,4.712406E-5,34.286396,2009.4374,9.2056496,0
3881069554.46716,,1857,45.2533,45.2533,60000.25,9.8999999E-6,45.509033,0.93262159,424.52209,2.388,358.56351,1.321,783.0856,2.388,1.0967977,17.7732,0.97571474,79.472549,362.86302,3.698,1,,,,4.7615449E-5,34.895716,2071.0721,9.3283039,0
3881069780.55664,,1857,45.9314,45.9314,60000.199,9.8999999E-6,46.192324,0.94658061,436.77302,2.093,369.36255,1.338,806.13557,2.093,0.71360482,18.126135,0.9966665,79.447066,364.17478,3.619,1,,,,4.8064539E-5,35.546401,2133.7308,9.4555325,0
3881070010.55714,,1857,46.6096,46.6096,60000.199,9.8999999E-6,46.876104,0.96066738,449.00227,1.808,380.4093,1.35,829.41157,1.808,0.32517752,18.456455,1.0149637,79.452358,365.50667,3.548,1,,,,4.8559928E-5,36.25227,2197.3691,9.5784896,0
3881070239.00721,,1857,47.2877,47.2877,60000.051,9.8999999E-6,47.557035,0.97300748,461.38762,2.015,391.6358,1.365,853.02343,2.015,0.38491097,18.801918,1.0348638,79.443355,366.77278,3.638,1,,,,4.9020623E-5,36.91291,2261.6715,9.7017745,0
3881070472.92978,,1857,47.9654,47.9654,60000.238,9.8999999E-6,48.240365,0.98691491,473.91352,1.982,402.95159,1.386,876.86511,1.982,0.31274659,19.124636,1.0518314,79.465117,368.01889,3.651,1,,,,4.9529527E-5,37.603837,2327.1328,9.8240036,0
3881070707.64909,,1857,48.6435,48.6435,60000.188,9.8999999E-6,48.922717,0.99988768,486.78182,2.23,414.33964,1.418,901.12145,2.23,0.68764055,19.466505,1.0715811,79.452495,369.15585,3.751,1,,,,5.0005143E-5,38.249273,2393.4322,9.9500161,0
3881070944.50816,,1857,49.3214,49.3214,60000.004,9.8999999E-6,49.604547,1.0125704,499.87067,2.365,425.92321,1.455,925.79388,2.365,0.58396934,19.845517,1.095011,79.411348,370.22743,3.816,1,,,,5.0399555E-5,38.933009,2460.6111,10.077114,0
3881071183.18762,,1857,49.9989,49.9989,60000.223,9.8999999E-6,50.288299,1.0272117,512.75925,2.451,437.68853,1.486,950.44779,2.451,0.78295828,20.158749,1.1103299,79.453065,371.3798,3.866,1,,,,5.0921329E-5,39.691034,2528.9131,10.196393,0
