Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3881039744.04318,,1857,16.7796,16.7796,50000.238,9.8999999E-6,16.82177,0.3364834,54.989501,0.2215,45.273147,0.1386,100.26265,0.2215,2.8856247,5.1005236,0.21027583,84.275785,273.87778,2.205,1,,,,2.0810918E-5,9.5235471,282.97195,3.2689485,0
3881039889.36927,,1857,17.4575,17.4575,50000.191,9.8999999E-6,17.503182,0.35167849,61.794823,0.2081,49.57434,0.1396,111.36916,0.2081,1.3907005,5.463903,0.23062289,83.837047,274.08481,2.149,1,,,,2.1649317E-5,10.201047,306.36137,3.5304908,0
3881040036.83649,,1857,18.1355,18.1355,50000.277,9.8999999E-6,18.184542,0.36541604,68.980789,0.2814,54.141174,0.16,123.12196,0.2814,1.6786492,5.8188488,0.25003636,83.482469,274.47812,2.218,1,,,,2.2536305E-5,10.927806,330.67756,3.7933752,0
3881040186.05474,,1857,18.8136,18.8136,50000.289,9.8999999E-6,18.867156,0.37880935,77.246721,0.2768,58.903974,0.1913,136.15069,0.2768,1.5295115,6.2171501,0.27224424,83.070616,274.20287,2.174,1,,,,2.3406375E-5,11.637698,355.96956,4.0942431,0
3881040337.51578,,1857,19.4915,19.4915,50000.289,9.8999999E-6,19.549234,0.3934886,86.025545,0.335,63.836177,0.2092,149.86172,0.335,1.2069158,6.6072839,0.29188528,82.813338,274.05462,2.205,1,,,,2.4309453E-5,12.4343,382.17254,4.4004561,0
3881040491.9039,,1857,20.1694,20.1694,50000.313,9.8999999E-6,20.230451,0.40690406,95.732405,0.446,68.903285,0.2134,164.63569,0.446,2.2120085,7.0519125,0.31604709,82.433623,273.60975,2.275,1,,,,2.5113601E-5,13.214568,409.27117,4.7320943,0
3881040649.04652,,1857,20.8477,20.8477,50000.348,9.8999999E-6,20.912022,0.41987357,106.2993,0.5737,74.122887,0.2275,180.42219,0.5737,2.8253621,7.5153826,0.33971434,82.129875,273.04002,2.344,1,,,,2.5913262E-5,14.103825,437.31266,5.083167,0
3881040811.00847,,1857,21.5254,21.5254,50000.313,9.8999999E-6,21.593909,0.43430807,117.95934,0.7445,79.442569,0.2605,197.4019,0.7445,2.7733676,8.0312421,0.36714781,81.743707,272.21389,2.428,1,,,,2.6641588E-5,15.030765,466.29689,5.4626209,0
3881040974.54989,,1857,22.2034,22.2034,50000.313,9.8999999E-6,22.276396,0.44917169,130.71069,0.5453,84.976585,0.2916,215.68728,0.5453,2.3825053,8.572368,0.39532588,81.377294,271.22361,2.235,1,,,,2.7387157E-5,16.062484,496.23784,5.8676768,0
3881041141.34527,,1857,22.8811,22.8811,50000.371,9.8999999E-6,22.959953,0.46259859,145.01942,0.4775,90.777953,0.3053,235.79737,0.4775,1.4581591,9.1314183,0.42215219,81.08835,269.83891,2.155,1,,,,2.8221826E-5,17.144736,527.15945,6.3161896,0
3881041312.05108,,1857,23.5591,23.5591,50000.348,9.8999999E-6,23.641578,0.47568971,160.99782,0.5593,96.742164,0.3197,257.73998,0.5593,1.0555636,9.7933953,0.45394356,80.753613,268.08837,2.171,1,,,,2.8896414E-5,18.262837,558.92422,6.8099437,0
3881041487.89041,,1857,24.2375,24.2375,50000.383,9.8999999E-6,24.325754,0.49129996,179.34834,0.8066,102.76955,0.3571,282.11788,0.8066,3.779524,10.5296,0.48587222,80.480467,265.77587,2.263,1,,,,2.9559929E-5,19.586791,591.74229,7.3727761,0
3881041667.92668,,1857,24.9151,24.9151,50000.395,9.8999999E-6,25.009093,0.50430041,200.31004,0.7638,108.9284,0.4048,309.23844,0.7638,1.586739,11.300416,0.51579535,80.26435,262.94341,2.198,1,,,,3.0338937E-5,21.059201,625.45471,8.0094883,0
3881041854.3266,,1857,25.5932,25.5932,50000.445,9.8999999E-6,25.691039,0.51585686,225.85161,0.9618,115.24942,0.434,341.10103,0.9618,2.400987,12.267416,0.55207288,79.978368,258.95905,2.233,1,,,,3.1018421E-5,22.600832,660.02951,8.7910656,0
3881042045.44533,,1857,26.271,26.271,50000.434,9.8999999E-6,26.372002,0.52624876,256.75159,1.363,121.78573,0.4459,378.53731,1.363,1.7385633,13.377576,0.58774044,79.755387,253.94783,2.32,1,,,,3.177225E-5,24.534831,695.48246,9.7357641,0
3881042247.1622,,1857,26.9492,26.9492,50000.41,9.8999999E-6,27.053921,0.53692907,296.25254,1.199,128.34512,0.4691,424.59766,1.199,1.7364758,14.835185,0.62815832,79.554719,247.32378,2.196,1,,,,3.2381969E-5,26.755153,731.91466,10.950447,0
3881042458.05195,,1857,27.6273,27.6273,50000.301,9.8999999E-6,27.734011,0.5425692,352.14687,1.705,134.98084,0.5148,487.12772,1.705,1.7135359,16.917692,0.67585158,79.342872,237.72017,2.25,1,,,,3.2899005E-5,29.670371,769.17534,12.697294,0
3881042683.23829,,1857,28.3052,28.3052,50000.301,9.8999999E-6,28.41226,0.54341466,440.47415,2.5,141.75873,0.5602,582.23288,2.5,2.7912601,20.207688,0.73373117,79.09552,223.24616,2.302,1,,,,3.3362E-5,33.835384,807.25652,15.502961,0
3881042932.20423,,1857,28.9838,28.9838,50000.227,9.8999999E-6,29.078859,0.51781747,635.45967,5.485,148.71896,0.5879,784.17863,5.485,6.0144444,27.797869,0.82030966,78.825425,195.69539,2.537,1,,,,3.3366195E-5,40.415375,845.58006,21.852978,0
3881045658.98879,,1857,29.6614,29.6614,50000.215,9.8999999E-6,29.72918,0.30799681,3201.5397,188.4,155.20207,0.6097,3356.7417,188.4,2021.6274,78.269872,0.81493569,66.101794,778.16971,1860,1,,,,6.3204929E-5,123.52183,883.82415,107.69014,0
3881046445.90394,,1857,30.339,30.339,50000.25,9.8999999E-6,30.506626,0.63501893,322.87376,1.792,163.5812,0.6544,486.45496,1.792,3.6650279,14.945721,0.67800451,79.74546,270.15236,2.584,1,,,,3.6384511E-5,30.088515,930.6542,10.583726,0
3881046657.28021,,1857,31.0168,31.0168,50000.238,9.8999999E-6,31.179343,0.65728696,312.98048,2.335,170.75496,0.6985,483.73543,2.335,2.2819082,14.736642,0.69597108,79.6011,279.32133,2.853,1,,,,3.6542165E-5,29.891443,972.15143,10.038072,0
3881046866.89889,,1857,31.6949,31.6949,50000.203,9.8999999E-6,31.858223,0.66631333,313.77925,2.252,178.27973,0.7282,492.05899,2.252,2.1475976,14.755485,0.71326722,79.476611,285.13359,2.884,1,,,,3.7048028E-5,29.473283,1014.9464,9.8492389,0
3881047074.55152,,1857,32.372,32.372,50000.203,9.8999999E-6,32.537315,0.67723526,319.46741,2.032,186.00756,0.7433,505.47497,2.032,1.9931697,14.940058,0.73143137,79.421646,289.27519,2.848,1,,,,3.7536306E-5,29.510971,1058.6768,9.8184935,0
3881047285.44817,,1857,33.052,33.052,50000.238,9.8999999E-6,33.218588,0.69041364,327.84407,2.342,193.75029,0.7615,521.59436,2.342,1.3010876,15.13988,0.74515731,79.435713,292.49647,2.979,1,,,,3.8178475E-5,29.880115,1103.4746,9.8692959,0
3881047496.59837,,1857,33.7289,33.7289,50000.277,9.8999999E-6,33.900159,0.70178337,338.14495,2.434,201.50389,0.7941,539.64885,2.434,2.750563,15.441477,0.76352845,79.408218,295.05674,3.029,1,,,,3.8712425E-5,30.279761,1149.2208,9.9747304,0
3881047709.52648,,1857,34.407,34.407,50000.238,9.8999999E-6,34.581488,0.71585507,350.39665,1.774,209.34161,0.8395,559.73826,1.774,0.59498487,15.79814,0.78052144,79.445895,296.97278,2.833,1,,,,3.9230686E-5,30.882955,1195.8793,10.132492,0
3881047925.44859,,1857,35.0844,35.0844,50000.203,9.8999999E-6,35.265499,0.72830256,363.9959,2.076,217.51533,0.8922,581.51123,2.076,0.77199223,16.171099,0.79956269,79.431928,298.49454,2.943,1,,,,3.9819555E-5,31.59628,1243.6554,10.321587,0
3881048143.52491,,1857,35.7628,35.7628,50000.25,9.8999999E-6,35.947372,0.74098209,379.55143,1.502,225.85525,0.9314,605.40668,1.502,0.52372219,16.635445,0.82316095,79.381717,299.42407,2.78,1,,,,4.032337E-5,32.342198,1292.2135,10.558531,0
3881048366.00639,,1857,36.4403,36.4403,50000.191,9.8999999E-6,36.633092,0.75446661,397.424,2.353,234.40604,0.9397,631.83004,2.353,0.89389297,17.153922,0.84688783,79.355998,299.74854,3.04,1,,,,4.0843585E-5,33.27089,1341.9834,10.84877,0
3881048591.93819,,1857,37.1186,37.1186,50000.266,9.8999999E-6,37.316381,0.76657343,419.05339,2.932,243.04623,0.9387,662.09962,2.932,2.9839928,17.754237,0.86929016,79.387125,299.06682,3.198,1,,,,4.1394247E-5,34.307843,1392.5123,11.229744,0
3881048820.85723,,1857,37.7964,37.7964,50000.227,9.8999999E-6,38.001449,0.79198976,427.30574,3.187,251.78223,0.9675,679.08797,3.187,2.5608976,17.932501,0.87556624,79.575522,302.21889,3.302,1,,,,4.1937515E-5,35.508474,1444.1101,11.244459,0
3881049050.28531,,1857,38.4748,38.4748,50000.277,9.8999999E-6,38.730724,0.88960651,333.74811,1.779,261.07939,1.028,594.8275,1.779,1.3357115,15.094609,0.79718886,79.867397,338.76103,3.234,1,,,,4.272375E-5,35.865002,1500.069,8.617141,0
3881049260.05455,,1857,39.1524,39.1524,50000.227,9.8999999E-6,39.368461,0.81834219,333.98107,2.625,269.69805,1.074,603.67913,2.625,2.8884401,15.214089,0.82825785,79.433072,344.24896,3.609,1,,,,4.3020764E-5,30.189217,1549.8757,8.4834678,0
3881049469.70039,,1857,39.8305,39.8305,50000.289,9.8999999E-6,40.049871,0.82895099,340.28688,2.812,279.02225,1.094,619.30913,2.812,4.1304492,15.387879,0.84065805,79.436181,347.75503,3.712,1,,,,4.3589879E-5,30.428177,1603.9922,8.4965787,0
3881049679.07496,,1857,40.5085,40.5085,50000.301,9.8999999E-6,40.72976,0.84004615,348.79123,2.68,288.46879,1.107,637.26002,2.68,3.2271089,15.657644,0.8586152,79.402112,350.38016,3.683,1,,,,4.4062083E-5,30.775757,1658.9133,8.5635474,0
3881049894.37642,,1857,41.1856,41.1856,50000.227,9.8999999E-6,41.41404,0.85405713,358.25411,1.672,297.95841,1.134,656.21252,1.672,0.5975993,15.928765,0.87474629,79.399008,352.66801,3.328,1,,,,4.4583878E-5,31.315287,1715.1227,8.6505473,0
3881050108.08903,,1857,41.8642,41.8642,50000.289,9.8999999E-6,42.096203,0.8664943,368.27736,1.661,307.59603,1.165,675.87338,1.661,0.38510071,16.191162,0.88762784,79.451212,354.72262,3.345,1,,,,4.5150882E-5,31.85753,1772.0903,8.7484697,0
3881050323.87136,,1857,42.5417,42.5417,50000.227,9.8999999E-6,42.778777,0.87944041,379.09985,1.545,317.4325,1.19,696.53235,1.545,0.27751041,16.503534,0.90388867,79.480734,356.48972,3.325,1,,,,4.5635891E-5,32.382325,1830.0238,8.8618675,0
3881050543.21541,,1857,43.2202,43.2202,50000.266,9.8999999E-6,43.462319,0.89385069,389.80934,1.801,327.5164,1.213,717.32575,1.801,0.6183274,16.818761,0.92259074,79.465281,358.31002,3.438,1,,,,4.6110175E-5,33.007069,1888.9732,8.9689035,0
3881050764.8124,,1857,43.8979,43.8979,50000.277,9.8999999E-6,44.14444,0.90677259,401.06693,2.006,337.77758,1.25,738.84451,2.006,0.5655685,17.134193,0.94065559,79.459799,359.92795,3.53,1,,,,4.6612811E-5,33.637523,1948.7316,9.0853328,0
3881050987.39794,,1857,44.5759,44.5759,50000.238,9.8999999E-6,44.826986,0.92021638,412.74142,2.132,348.10881,1.298,760.85023,2.132,1.2248373,17.458812,0.95918695,79.451581,361.41146,3.592,1,,,,4.710592E-5,34.268387,2009.4586,9.207432,0
3881051213.2253,,1857,45.2534,45.2534,50000.238,9.8999999E-6,45.509898,0.93313566,424.58217,2.286,358.69507,1.336,783.27724,2.286,1.0623012,17.792487,0.97809617,79.447275,362.8496,3.664,1,,,,4.7580573E-5,34.917625,2071.1508,9.3294469,0
3881051440.79761,,1857,45.9319,45.9319,50000.266,9.8999999E-6,46.192743,0.94705839,436.75316,2.189,369.45109,1.352,806.20426,2.189,0.90291119,18.131159,0.99759426,79.435604,364.18469,3.651,1,,,,4.8057053E-5,35.584975,2133.7695,9.4550169,0
3881051668.21174,,1857,46.6097,46.6097,50000.277,9.8999999E-6,46.874939,0.96099932,448.81984,1.809,380.41908,1.356,829.23892,1.809,0.3083804,18.46017,1.015508,79.447693,365.5572,3.549,1,,,,4.8539724E-5,36.262318,2197.2599,9.5748359,0
3881051899.13943,,1857,47.2871,47.2871,50000.313,9.8999999E-6,47.558477,0.97323499,461.30522,1.854,391.67284,1.364,852.97805,1.854,0.24897803,18.779001,1.031905,79.476342,366.8104,3.587,1,,,,4.9069118E-5,36.92034,2261.8087,9.6997475,0
3881052133.73341,,1857,47.9656,47.9656,50000.277,9.8999999E-6,48.241454,0.98612175,473.73773,1.949,403.00495,1.38,876.74268,1.949,0.31513453,19.114031,1.0517203,79.458525,368.08284,3.641,1,,,,4.9549977E-5,37.558003,2327.2379,9.8201379,0
3881052369.49413,,1857,48.6437,48.6437,50000.277,9.8999999E-6,48.922903,0.99935648,486.75817,2.202,414.40228,1.411,901.16045,2.202,0.54831423,19.45633,1.0694542,79.481668,369.16462,3.742,1,,,,5.0025759E-5,38.228061,2393.4505,9.9494948,0
3881052607.52182,,1857,49.3214,49.3214,50000.25,9.8999999E-6,49.605411,1.0121739,499.84858,2.366,426.00502,1.454,925.8536,2.366,0.65465391,19.826763,1.0915429,79.4555,370.24065,3.816,1,,,,5.0438955E-5,38.91266,2460.6968,10.076493,0
3881052847.39124,,1857,49.9991,49.9991,50000.215,9.8999999E-6,50.288344,1.0262729,512.87385,2.411,437.73563,1.502,950.60947,2.411,0.7796352,20.140055,1.1064117,79.50301,371.3455,3.853,1,,,,5.0965439E-5,39.653527,2528.9176,10.198662,0
