Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3881001105.70428,,1857,18.1355,18.1355,30000.318,9.8999999E-6,18.181906,0.36582912,72.796817,1.037,50.744051,1.027,123.54087,1.037,1.3440941,5.8661283,0.22802382,84.563468,269.54175,3.08,1,,,,2.2452585E-5,10.93736,330.58171,4.0038056,0
3881001255.11204,,1857,18.8136,18.8136,30000.342,9.8999999E-6,18.864915,0.38040667,80.178959,1.004,56.337998,0.9896,136.51696,1.004,2.1093297,6.240854,0.25456644,83.859495,270.7719,2.944,1,,,,2.3393261E-5,11.732257,355.88503,4.2501627,0
3881001407.4673,,1857,19.4914,19.4914,30000.293,9.8999999E-6,19.546514,0.39357276,88.274093,0.7924,62.181475,0.7714,150.45557,0.7924,1.9246451,6.6553812,0.28343507,83.181971,271.65595,2.643,1,,,,2.425531E-5,12.481708,382.06622,4.5161041,0
3881001562.1193,,1857,20.1695,20.1695,30000.33,9.8999999E-6,20.228437,0.40714991,97.366614,0.4771,68.06542,0.4373,165.43203,0.4771,2.2596952,7.093203,0.31271718,82.570741,272.0309,2.285,1,,,,2.5112942E-5,13.310762,409.18966,4.8133533,0
3881001720.27505,,1857,20.8475,20.8475,30000.393,9.8999999E-6,20.910136,0.42126916,107.47333,0.2962,73.836144,0.2136,181.30947,0.2962,1.644937,7.566052,0.34178071,82.063348,272.00696,2.097,1,,,,2.5898373E-5,14.186406,437.23378,5.1397718,0
3881001880.82934,,1857,21.5254,21.5254,30000.33,9.8999999E-6,21.59176,0.43379356,118.95426,0.3033,79.489494,0.1939,198.44375,0.3033,1.8435417,8.0647741,0.3692742,81.670373,271.4151,2.08,1,,,,2.6694317E-5,15.132104,466.20411,5.5092431,0
3881002044.69322,,1857,22.2035,22.2035,30000.318,9.8999999E-6,22.275057,0.44780948,131.79351,0.3717,85.096459,0.2675,216.88997,0.3717,1.513368,8.5955935,0.39592816,81.356461,270.44888,2.106,1,,,,2.748051E-5,16.129548,496.17815,5.916641,0
3881002212.49422,,1857,22.8815,22.8815,30000.33,9.8999999E-6,22.957196,0.46155546,146.21298,0.4569,90.794319,0.3297,237.0073,0.4569,1.3833612,9.197846,0.42537809,81.027495,269.053,2.134,1,,,,2.8186283E-5,17.191187,527.03287,6.3689387,0
3881002384.92257,,1857,23.5593,23.5593,30000.342,9.8999999E-6,23.640553,0.47700958,162.51672,0.5064,96.619994,0.367,259.13672,0.5064,1.6410833,9.8452386,0.45520006,80.723668,267.21378,2.133,1,,,,2.8925442E-5,18.395692,558.87574,6.874489,0
3881002560.68345,,1857,24.2372,24.2372,30000.318,9.8999999E-6,24.324953,0.49000975,181.13525,0.5473,102.67422,0.3883,283.80947,0.5473,1.0595089,10.569761,0.4861737,80.456459,264.85681,2.123,1,,,,2.9650024E-5,19.690477,591.70334,7.4464789,0
3881002742.47027,,1857,24.9151,24.9151,30000.318,9.8999999E-6,25.006769,0.5023981,202.80713,0.6235,108.89951,0.4011,311.70664,0.6235,0.9462234,11.401953,0.51885503,80.215466,261.78305,2.124,1,,,,3.0344207E-5,21.139522,625.33848,8.1100894,0
3881002929.11081,,1857,25.5928,25.5928,30000.33,9.8999999E-6,25.688574,0.51556134,228.41065,0.7639,115.27594,0.413,343.68658,0.7639,1.7110588,12.345738,0.55172756,80.016989,257.90385,2.144,1,,,,3.1070339E-5,22.803907,659.90281,8.891527,0
3881003121.18455,,1857,26.2713,26.2713,30000.318,9.8999999E-6,26.370689,0.52656246,259.93723,0.8144,121.80214,0.433,381.73937,0.8144,1.0648446,13.518369,0.59019178,79.761048,252.81154,2.118,1,,,,3.1732301E-5,24.691476,695.41322,9.8570513,0
3881003321.40502,,1857,26.9489,26.9489,30000.379,9.8999999E-6,27.052309,0.53619797,300.80379,1.071,128.39534,0.4708,429.19913,1.071,1.9081295,15.02188,0.63135261,79.544185,245.92694,2.145,1,,,,3.2361029E-5,27.036738,731.82744,11.119339,0
3881003533.19084,,1857,27.6273,27.6273,30000.318,9.8999999E-6,27.732663,0.54286494,358.41885,1.425,135.0141,0.5236,493.43295,1.425,2.0231198,17.144522,0.67821156,79.336587,236.12073,2.167,1,,,,3.2923346E-5,30.04376,769.10061,12.924069,0
3881003759.40818,,1857,28.3055,28.3055,30000.293,9.8999999E-6,28.408826,0.54117367,452.14362,2.275,141.7621,0.5674,593.90572,2.275,2.5950131,20.619021,0.7356874,79.111436,220.89226,2.237,1,,,,3.3401982E-5,34.289045,807.06141,15.915604,0
3881004009.28295,,1857,28.9831,28.9831,30000.318,9.8999999E-6,29.071905,0.50808613,671.52498,6.015,148.68463,0.5863,820.20961,6.015,6.4752394,29.381838,0.83115931,78.86031,190.78958,2.559,1,,,,3.3105685E-5,41.238043,845.17567,23.098761,0
3881027903.21469,,1857,30.3406,30.3406,30000.025,9.8999999E-6,30.471394,0.55982039,322.23846,1.473,163.30199,0.6489,485.54045,1.473,4.1862034,14.765376,0.67526884,79.579379,270.03846,2.485,1,,,,3.6800863E-5,24.304268,928.50585,10.575114,0
3881028135.8462,,1857,31.3753,31.3753,30000.039,9.8999999E-6,31.531457,0.65972863,313.35592,1.525,174.71342,0.7234,488.06934,1.525,1.2812571,14.78694,0.70643151,79.555765,282.35027,2.616,1,,,,3.6699277E-5,29.530753,994.23277,9.9378827,0
3881028368.1687,,1857,32.4076,32.4076,30000.051,9.8999999E-6,32.565914,0.67750724,320.19715,1.576,186.39243,0.7387,506.58957,1.576,0.94689512,14.955846,0.72845259,79.525508,289.2838,2.696,1,,,,3.7555198E-5,29.57388,1060.5387,9.8322789,0
3881028602.1077,,1857,33.4445,33.4445,30000.063,9.8999999E-6,33.602522,0.69376321,334.69669,1.365,198.19777,0.7807,532.89446,1.365,0.51344222,15.425568,0.7594534,79.445775,293.59415,2.668,1,,,,3.8275344E-5,29.911692,1129.1295,9.9604635,0
3881028856.06069,,1857,34.4791,34.4791,30000.039,9.8999999E-6,34.648037,0.71401089,352.18443,1.198,210.23235,0.8633,562.41678,1.198,0.22096182,15.859609,0.78385293,79.431373,296.97127,2.651,1,,,,3.927154E-5,30.851136,1200.4865,10.164629,0
3881029112.72596,,1857,35.5137,35.5137,29999.932,9.8999999E-6,35.688664,0.72958765,374.49594,1.272,222.70478,0.9219,597.20072,1.272,0.24753941,16.511445,0.81419548,79.447847,298.8059,2.702,1,,,,4.0060746E-5,31.719218,1273.6808,10.493414,0
3881029375.35355,,1857,36.5486,36.5486,29999.955,9.8999999E-6,36.729458,0.74953768,401.48733,1.87,235.58477,0.9435,637.0721,1.87,0.8395188,17.309591,0.85135307,79.391235,299.34816,2.897,1,,,,4.081793E-5,33.02289,1349.0531,10.930935,0
3881029644.11505,,1857,37.5836,37.5836,29999.943,9.8999999E-6,37.770598,0.76334323,439.80754,2.065,248.87804,0.971,688.68558,2.065,0.69517095,18.400605,0.8930987,79.357312,296.95777,2.945,1,,,,4.1624449E-5,34.619182,1426.6181,11.644177,0
3881029922.61116,,1857,38.6178,38.6178,29999.918,9.8999999E-6,38.876519,0.9032639,332.99206,1.235,263.0113,1.041,596.00337,1.235,0.12294974,15.095278,0.80787478,79.658526,340.32546,3.043,1,,,,4.2823941E-5,36.80121,1511.3838,8.5653775,0
3881030172.3301,,1857,39.6525,39.6525,29999.969,9.8999999E-6,39.860998,0.82163571,339.16155,1.663,276.45761,1.069,615.61917,1.663,0.68000139,15.371273,0.83695158,79.473915,346.54668,3.264,1,,,,4.3386364E-5,30.190557,1588.8992,8.5086067,0
3881030424.63965,,1857,40.6872,40.6872,29999.943,9.8999999E-6,40.898782,0.83845267,352.07527,1.769,290.84012,1.088,642.9154,1.769,0.60992755,15.753955,0.85976519,79.490093,350.58812,3.343,1,,,,4.4165742E-5,30.742547,1672.7104,8.6084537,0
3881030681.16209,,1857,41.722,41.722,29999.918,9.8999999E-6,41.941006,0.85823704,366.81692,1.492,305.39899,1.157,672.21591,1.492,0.13780055,16.184706,0.88630323,79.458421,353.95225,3.276,1,,,,4.493263E-5,31.507911,1759.048,8.7460211,0
3881030942.87702,,1857,42.7565,42.7565,29999.906,9.8999999E-6,42.982386,0.87841685,383.05833,1.554,320.47491,1.194,703.53323,1.554,0.16822332,16.657195,0.91282048,79.46607,356.75519,3.332,1,,,,4.5675258E-5,32.369413,1847.4855,8.9119837,0
3881031207.2294,,1857,43.7914,43.7914,29999.969,9.8999999E-6,44.023806,0.89905889,400.00031,1.678,335.98785,1.22,735.98816,1.678,0.23078406,17.144369,0.94051162,79.462881,359.31727,3.41,1,,,,4.6412688E-5,33.314391,1938.0955,9.0860003,0
3881031478.08786,,1857,44.8256,44.8256,29999.932,9.8999999E-6,45.065546,0.91960461,417.90525,1.792,351.73814,1.285,769.64339,1.792,0.29105741,17.649441,0.96913279,79.453293,361.56213,3.481,1,,,,4.7141856E-5,34.288738,2030.9034,9.2732761,0
3881031769.33738,,1857,45.8612,45.8612,29999.881,9.8999999E-6,46.114602,0.93943248,435.5802,1.715,368.13536,1.339,803.71556,1.715,0.21041226,18.083151,0.99313028,79.467424,363.95828,3.492,1,,,,4.8031352E-5,35.298882,2126.5565,9.4456025,0
3881032048.21619,,1857,46.8955,46.8955,29999.869,9.8999999E-6,47.149295,0.95806817,454.93481,1.794,384.93346,1.357,839.86827,1.794,0.12739047,18.654462,1.0234998,79.49132,365.70135,3.551,1,,,,4.8645332E-5,36.166302,2223.056,9.6488147,0
3881032348.82723,,1857,47.9304,47.9304,29999.881,9.8999999E-6,48.197234,0.97928201,473.31813,1.808,402.3597,1.366,875.67783,1.808,0.2329525,19.113521,1.0520754,79.448471,367.87823,3.594,1,,,,4.949591E-5,37.308924,2322.9733,9.8204419,0
3881032652.78445,,1857,48.9654,48.9654,29999.918,9.8999999E-6,49.239048,0.9975946,493.04264,1.937,419.78786,1.424,912.8305,1.937,0.25742416,19.644705,1.0817662,79.446952,369.59389,3.671,1,,,,5.019578E-5,38.227043,2424.4839,10.013245,0
3881032962.09018,,1857,49.9999,49.9999,29999.918,9.8999999E-6,50.280737,1.0180179,513.1082,1.949,437.56101,1.483,950.66921,1.949,0.2147031,20.166079,1.1094671,79.471118,371.21854,3.714,1,,,,5.0913604E-5,39.28941,2528.1525,10.204866,0
