Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3881097063.81883,,1857,26.2714,26.2714,80000.383,9.8999999E-6,26.376349,0.52872741,251.94731,1.018,121.74387,0.4528,373.69118,1.018,0.62985203,13.246066,0.58625158,79.791251,255.7173,2.215,1,,,,3.1628969E-5,24.262575,695.71179,9.552016,0
3881097262.8475,,1857,26.9491,26.9491,80000.383,9.8999999E-6,27.057903,0.53896024,290.04089,2.241,128.31837,0.4803,418.35927,2.241,1.1759822,14.641781,0.62598089,79.584521,249.28867,2.537,1,,,,3.2274686E-5,26.492132,732.1301,10.719267,0
3881097471.25637,,1857,27.6274,27.6274,80000.242,9.8999999E-6,27.738225,0.54566398,344.11016,2.125,134.91322,0.524,479.02338,2.125,2.2746636,16.674119,0.67567234,79.31471,239.84057,2.379,1,,,,3.2782376E-5,29.283562,769.40911,12.40563,0
3881097694.79303,,1857,28.3053,28.3053,80000.281,9.8999999E-6,28.418022,0.55036947,424.11118,2.387,141.67692,0.5672,565.7881,2.387,1.922804,19.618692,0.72839342,79.125718,226.67586,2.31,1,,,,3.3305681E-5,33.348237,807.58396,14.924022,0
3881097939.66115,,1857,28.9834,28.9834,80000.07,9.8999999E-6,29.087276,0.52971545,589.66123,5.337,148.62713,0.5967,738.28835,5.337,3.6798903,25.951827,0.80755505,78.836092,202.36196,2.585,1,,,,3.3505468E-5,39.237385,846.06961,20.272137,0
3881124496.93441,,1857,28.9999,28.9999,80000.172,9.8999999E-6,29.177956,0.61800753,618.81602,6.029,149.44856,0.5996,768.26458,6.029,42.581494,26.094572,0.80105578,78.414516,198.71157,2.646,1,,,,3.4898184E-5,51.769577,851.35314,21.20834,0
3881125264.07246,,1857,30.105,30.105,79999.844,9.8999999E-6,30.274458,0.64552836,345.91996,2.232,160.93805,0.6469,506.858,2.232,2.7485058,15.562266,0.64165473,80.853221,261.25258,2.621,1,,,,3.6335342E-5,32.377472,916.54279,11.426132,0
3881125502.87501,,1857,31.21,31.21,79999.836,9.8999999E-6,31.377197,0.67765507,313.81237,1.707,172.76448,0.709,486.57685,1.707,1.6257285,14.848439,0.70527169,79.563662,280.81737,2.662,1,,,,3.6465971E-5,31.124532,984.52848,10.001288,0
3881125750.1157,,1857,32.3151,32.3151,79999.797,9.8999999E-6,32.477736,0.67768235,318.88034,1.889,185.16953,0.7488,504.04987,1.889,1.5533103,14.907323,0.7285,79.436816,288.94307,2.797,1,,,,3.7516153E-5,29.696879,1054.8033,9.818429,0
3881125998.94196,,1857,33.4212,33.4212,80000,9.8999999E-6,33.584011,0.69264947,333.4748,2.42,197.75858,0.8027,531.23339,2.42,2.1134508,15.353117,0.7562364,79.448003,293.83518,3.014,1,,,,3.8331661E-5,29.814646,1127.8858,9.9295705,0
3881126252.40485,,1857,34.5266,34.5266,80000.063,9.8999999E-6,34.693619,0.71191261,353.25366,2.62,210.60959,0.8671,563.86324,2.62,2.172581,15.941768,0.78846257,79.407036,297.02043,3.101,1,,,,3.9179019E-5,30.706234,1203.6472,10.182093,0
3881126509.01218,,1857,35.6312,35.6312,79999.984,9.8999999E-6,35.806422,0.73400949,376.73611,1.687,223.99321,0.8985,600.72932,1.687,0.21021025,16.598405,0.81802841,79.457676,299.10567,2.831,1,,,,4.0084414E-5,31.883535,1282.0998,10.521468,0
3881126773.52583,,1857,36.7372,36.7372,80000.031,9.8999999E-6,36.918252,0.75186664,406.98351,2.072,237.9078,0.9314,644.89131,2.072,0.86432005,17.499251,0.85919224,79.395499,299.29241,2.956,1,,,,4.0880947E-5,33.19681,1362.9573,11.023911,0
3881127064.02315,,1857,37.8424,37.8424,79999.805,9.8999999E-6,38.042317,0.78659953,422.28725,3.567,252.21489,0.9935,674.50215,3.567,3.3394925,17.672301,0.8587328,79.781183,303.96121,3.429,1,,,,4.217367E-5,34.998502,1447.2179,11.100461,0
3881127337.62975,,1857,38.9475,38.9475,80000.094,9.8999999E-6,39.196046,0.89119826,333.4914,2.145,267.12086,1.066,600.61226,2.145,1.1212782,15.179924,0.8220671,79.496698,342.92993,3.413,1,,,,4.2908679E-5,35.344603,1536.33,8.5082918,0
3881127588.88445,,1857,40.0524,40.0524,80000.148,9.8999999E-6,40.258753,0.82880652,343.89983,3.054,281.80109,1.094,625.70092,3.054,1.4233986,15.608727,0.85697518,79.33595,348.18052,3.804,1,,,,4.3440234E-5,30.359849,1620.7672,8.5422375,0
3881127858.27148,,1857,41.1574,41.1574,80000.063,9.8999999E-6,41.377031,0.85008807,358.09566,1.739,297.2721,1.122,655.36775,1.739,0.75582931,15.934228,0.87480883,79.395984,352.41214,3.351,1,,,,4.4517542E-5,31.217455,1712.0587,8.6544551,0
3881128134.14449,,1857,42.2633,42.2633,79999.945,9.8999999E-6,42.488126,0.86812885,374.62085,1.609,313.01641,1.163,687.63726,1.609,0.19804139,16.414785,0.90203518,79.406556,355.68933,3.338,1,,,,4.5319645E-5,31.868456,1805.2408,8.8170716,0
3881128412.04524,,1857,43.3684,43.3684,79999.82,9.8999999E-6,43.599861,0.88835418,392.26055,1.631,329.54684,1.204,721.80739,1.631,0.2669771,16.912681,0.92934052,79.431493,358.57139,3.382,1,,,,4.6148462E-5,32.829569,1900.9479,8.9968302,0
3881128696.87119,,1857,44.4731,44.4731,79999.781,9.8999999E-6,44.71269,0.90966449,411.04858,1.828,346.25006,1.261,757.29864,1.828,0.33070664,17.452962,0.96079322,79.407236,361.07204,3.484,1,,,,4.6915813E-5,33.825363,1999.2246,9.1931079,0
3881128985.33027,,1857,45.5789,45.5789,79999.805,9.8999999E-6,45.82725,0.93166233,430.35462,2.246,363.46454,1.32,793.81916,2.246,0.80490087,17.949229,0.98468684,79.485851,363.42999,3.659,1,,,,4.7791881E-5,34.905924,2100.1368,9.3908018,0
3881129280.64478,,1857,46.6839,46.6839,79999.805,9.8999999E-6,46.937853,0.95194503,450.40223,2.318,381.34828,1.354,831.75051,2.318,0.73842298,18.522517,1.0192865,79.436485,365.53088,3.715,1,,,,4.852904E-5,35.898458,2203.1621,9.5957142,0
3881129580.09976,,1857,47.7897,47.7897,79999.836,9.8999999E-6,48.050971,0.9742327,470.6632,2.106,399.70344,1.368,870.36664,2.106,0.39126007,19.096005,1.0546562,79.378908,367.60258,3.683,1,,,,4.9260705E-5,37.045034,2308.8959,9.7950819,0
3881129886.58459,,1857,48.8941,48.8941,79999.945,9.8999999E-6,49.165179,0.99751212,491.31065,2.174,418.31587,1.427,909.62652,2.174,0.49602184,19.639879,1.0842974,79.396878,369.57499,3.742,1,,,,5.0043935E-5,38.192009,2417.2148,9.9930615,0
3881130196.44008,,1857,49.9999,49.9999,79999.945,9.8999999E-6,50.277459,1.0181623,513.03152,2.606,437.38337,1.498,950.41489,2.606,0.79900528,20.210582,1.1145092,79.42492,371.21749,3.911,1,,,,5.0800068E-5,39.279759,2527.8229,10.204007,0
